tag_header,tag_para,tag_formatting,word_count,interacting_span_tag,relative_x_coord,relative_y_coord,relative_listings,relative_hyperlinks,tag_img,src_img_interaction,red_flag_class,tag_table,tag_sup,tag_sup_child,tag_tab_elem,red_flag_id,relative_table_elements,height_width_diff,tag_dl_type,tag_math_type,tag_math_elem,tag_annotation,label,name,attrs
NO,NO,NO,3,NO,0.296221563,0.188307616,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-90.58332825,NO,NO,NO,NO,1,a,"['/wiki/50th_Space_Wing', '50th Space Wing']"
NO,NO,NO,6,NO,0.947358746,0.188466996,0,0.5,NO,NO,YES,NO,NO,NO,NO,NO,0,16.93333435,NO,NO,NO,NO,0,div,"[['thumb', 'tright']]"
NO,NO,NO,6,NO,0.947358746,0.188466996,0,0.5,NO,NO,YES,NO,NO,NO,NO,NO,0,16.93333435,NO,NO,NO,NO,0,div,"[['thumbinner'], 'width:202px;']"
NO,NO,NO,0,NO,0.951027125,0.192172584,nan,nan,NO,NO,YES,NO,NO,NO,NO,NO,nan,-187.1999969,NO,NO,NO,NO,0,a,"['/wiki/File:50th_Space_Wing.png', ['image']]"
NO,NO,NO,0,NO,0.951027125,0.188586531,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,-6,NO,NO,NO,NO,0,img,"['', '//upload.wikimedia.org/wikipedia/commons/thumb/6/62/50th_Space_Wing.png/200px-50th_Space_Wing.png', 'async', '200', '194', ['thumbimage'], '//upload.wikimedia.org/wikipedia/commons/thumb/6/62/50th_Space_Wing.png/300px-50th_Space_Wing.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/6/62/50th_Space_Wing.png/400px-50th_Space_Wing.png 2x', '900', '874']"
NO,NO,NO,6,NO,0.951027125,0.196396157,0,0.333333333,NO,NO,YES,NO,NO,NO,NO,NO,0,-178.6666565,NO,NO,NO,NO,0,div,[['thumbcaption']]
NO,NO,NO,0,NO,1.119772535,0.196515692,nan,nan,NO,NO,NO,NO,NO,NO,NO,NO,nan,-4,NO,NO,NO,NO,0,div,[['magnify']]
NO,NO,NO,0,NO,1.119772535,0.196515692,nan,nan,NO,NO,NO,NO,NO,NO,NO,NO,nan,-4,NO,NO,NO,NO,0,a,"['/wiki/File:50th_Space_Wing.png', ['internal'], 'Enlarge']"
NO,NO,NO,3,NO,1.029897262,0.196595382,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-80.6499939,NO,NO,NO,NO,0,a,"['/wiki/50th_Space_Wing', '50th Space Wing']"
NO,NO,NO,23,NO,0.204512101,0.189104516,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.4000244,NO,NO,NO,NO,1,li,[]
NO,NO,NO,1,NO,0.48789434,0.190060797,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-IOCFOC_51-0', ['reference']]"
NO,NO,NO,1,NO,0.48789434,0.190060797,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-IOCFOC-51']
NO,NO,NO,26,NO,0.204512101,0.190977233,0,0.038461538,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.4000092,NO,NO,NO,NO,1,li,[]
NO,NO,NO,4,NO,0.494314002,0.191096768,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-152.8166656,NO,NO,NO,NO,1,a,"['/wiki/Air_Force_Space_Command', 'Air Force Space Command']"
NO,NO,NO,1,NO,0.532831976,0.191893669,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,sup,"['cite_ref-IOCFOC_51-1', ['reference']]"
NO,NO,NO,1,NO,0.532831976,0.191893669,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,a,['#cite_note-IOCFOC-51']
NO,NO,NO,42,NO,0.204512101,0.192810104,0,0.071428571,NO,NO,NO,NO,NO,NO,NO,NO,0,-952.0000153,NO,NO,NO,NO,1,li,[]
NO,NO,NO,2,NO,0.777696241,0.192929639,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-50.1499939,NO,NO,NO,NO,1,a,"['/wiki/Bill_Clinton', 'Bill Clinton']"
NO,NO,NO,1,NO,0.252201021,0.19372654,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,sup,"['cite_ref-52', ['reference']]"
NO,NO,NO,1,NO,0.252201021,0.19372654,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,a,['#cite_note-52']
NO,NO,NO,1,NO,0.370506228,0.19380623,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-37.70001221,NO,NO,NO,NO,1,a,"['/wiki/Dual-use', ['mw-redirect'], 'Dual-use']"
NO,NO,NO,4,NO,0.582355086,0.19380623,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-196.3666687,NO,NO,NO,NO,1,a,"['/wiki/Interagency_GPS_Executive_Board', 'Interagency GPS Executive Board']"
NO,NO,NO,46,NO,0.204512101,0.195519566,0,0.065217391,NO,NO,NO,NO,NO,NO,NO,NO,0,-952.0000153,NO,NO,NO,NO,1,li,[]
NO,NO,NO,2,NO,0.420946432,0.195678946,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-31.44999695,NO,NO,NO,NO,1,a,"['/wiki/Al_Gore', 'Al Gore']"
NO,NO,NO,3,NO,0.701577387,0.196555537,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-131.8166656,NO,NO,NO,NO,1,a,"['/wiki/United_States_Congress', 'United States Congress']"
NO,NO,YES,2,NO,0.333822443,0.197432128,0,0.5,NO,NO,NO,NO,NO,NO,NO,NO,0,-29.08334351,NO,NO,NO,NO,1,i,[]
NO,NO,NO,2,NO,0.333822443,0.197432128,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-29.08334351,NO,NO,NO,NO,1,a,"['/wiki/GPS_III', ['mw-redirect'], 'GPS III']"
NO,NO,NO,25,NO,0.204512101,0.198268873,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.8000031,NO,NO,NO,NO,1,li,[]
NO,NO,NO,22,NO,0.204512101,0.199225154,0,0.045454545,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.8000183,NO,NO,NO,NO,1,li,[]
NO,NO,NO,2,NO,1.036316925,0.199344689,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-75.80000305,NO,NO,NO,NO,1,a,"['/wiki/Galileo_(satellite_navigation)', 'Galileo (satellite navigation)']"
NO,NO,NO,28,NO,0.204512101,0.200181435,0,0.035714286,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.4000092,NO,NO,NO,NO,1,li,[]
NO,NO,NO,3,NO,0.393433594,0.20030097,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-86.66667175,NO,NO,NO,NO,1,a,"['/wiki/George_W._Bush', 'George W. Bush']"
NO,NO,NO,1,NO,0.449376366,0.201097871,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,sup,"['cite_ref-53', ['reference']]"
NO,NO,NO,1,NO,0.449376366,0.201097871,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,a,['#cite_note-53']
NO,NO,NO,12,NO,0.204512101,0.202014306,0,0.25,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.8000183,NO,NO,NO,NO,1,li,[]
NO,NO,NO,1,NO,0.30355832,0.202133841,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-51.68333435,NO,NO,NO,NO,1,a,"['/wiki/Qualcomm', 'Qualcomm']"
NO,NO,NO,2,NO,0.544754206,0.202133841,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-68.78334045,NO,NO,NO,NO,1,a,"['/wiki/Assisted_GPS', 'Assisted GPS']"
NO,NO,NO,2,NO,0.643800426,0.202133841,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-75.05000305,NO,NO,NO,NO,1,a,"['/wiki/Mobile_phones', ['mw-redirect'], 'Mobile phones']"
NO,NO,NO,1,NO,0.730924415,0.202054151,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-54', ['reference']]"
NO,NO,NO,1,NO,0.730924415,0.202054151,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-54']
NO,NO,NO,21,NO,0.204512101,0.202970587,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.8000183,NO,NO,NO,NO,1,li,[]
NO,NO,NO,1,NO,1.017975032,0.202970587,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-55', ['reference']]"
NO,NO,NO,1,NO,1.017975032,0.202970587,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-55']
NO,NO,NO,19,NO,0.204512101,0.203887023,0,0.052631579,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.8000183,NO,NO,NO,NO,1,li,[]
NO,NO,NO,2,NO,0.508987516,0.204046403,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-90.58332825,NO,NO,NO,NO,1,a,"['/wiki/Ground_segment', 'Ground segment']"
NO,NO,NO,1,NO,1.013389559,0.203926868,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-56', ['reference']]"
NO,NO,NO,1,NO,1.013389559,0.203926868,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-56']
NO,NO,NO,24,NO,0.204512101,0.204843304,0,0.041666667,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.8000031,NO,NO,NO,NO,1,li,[]
NO,NO,NO,3,NO,0.412692581,0.204962839,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-191.4499969,NO,NO,NO,NO,1,a,"['/wiki/Government_Accountability_Office', 'Government Accountability Office']"
NO,NO,NO,1,NO,1.039068209,0.204883149,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-57', ['reference']]"
NO,NO,NO,1,NO,1.039068209,0.204883149,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-57']
NO,NO,NO,29,NO,0.204512101,0.205799584,0,0.034482759,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.4000092,NO,NO,NO,NO,1,li,[]
NO,NO,NO,4,NO,0.331988254,0.205919119,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-152.8166656,NO,NO,NO,NO,1,a,"['/wiki/Air_Force_Space_Command', 'Air Force Space Command']"
NO,NO,NO,1,NO,0.263206157,0.20671602,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-58', ['reference']]"
NO,NO,NO,1,NO,0.263206157,0.20671602,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-58']
NO,NO,NO,31,NO,0.204512101,0.207632456,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.4000092,NO,NO,NO,NO,1,li,[]
NO,NO,NO,1,NO,0.470469542,0.208548891,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-59', ['reference']]"
NO,NO,NO,1,NO,0.470469542,0.208548891,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-59']
NO,NO,NO,39,NO,0.204512101,0.209465327,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.4000244,NO,NO,NO,NO,1,li,[]
NO,NO,NO,1,NO,0.333822443,0.209505172,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-60', ['reference']]"
NO,NO,NO,1,NO,0.333822443,0.209505172,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-60']
YES,NO,NO,1,NO,0.184336019,0.211457579,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,-1006.31665,NO,NO,NO,NO,1,h3,[]
NO,NO,NO,1,YES,0.184336019,0.211975564,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-42,NO,NO,NO,NO,1,span,"[['mw-headline'], 'Awards']"
NO,NO,NO,1,NO,0.251283927,0.212095099,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,-20.29998779,NO,NO,NO,NO,1,span,[['mw-editsection']]
NO,NO,NO,1,NO,0.251283927,0.212095099,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,10.78334045,NO,NO,NO,NO,1,span,[['mw-editsection-bracket']]
NO,NO,NO,1,NO,0.257703589,0.212095099,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-6.566665649,NO,NO,NO,NO,1,a,"['/w/index.php?title=Global_Positioning_System&action=edit&section=5', 'Edit section: Awards']"
NO,NO,NO,1,NO,0.27971386,0.212095099,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,10.78335571,NO,NO,NO,NO,1,span,[['mw-editsection-bracket']]
NO,NO,NO,34,NO,0.929016854,0.21313107,0,0.088235294,NO,NO,YES,NO,NO,NO,NO,NO,0,36.60002136,NO,NO,NO,NO,0,div,"[['thumb', 'tright']]"
NO,NO,NO,34,NO,0.929016854,0.21313107,0,0.088235294,NO,NO,YES,NO,NO,NO,NO,NO,0,36.60002136,NO,NO,NO,NO,0,div,"[['thumbinner'], 'width:222px;']"
NO,NO,NO,0,NO,0.932685232,0.215920222,nan,nan,NO,NO,YES,NO,NO,NO,NO,NO,nan,-207.1999969,NO,NO,NO,NO,0,a,"['/wiki/File:Dr_Gladys_West.jpg', ['image']]"
NO,NO,NO,0,NO,0.932685232,0.21329045,nan,nan,YES,YES,YES,NO,NO,NO,NO,NO,nan,-72.99998474,NO,NO,NO,NO,0,img,"['Air Force Space Commander presents Dr. Gladys West with an award as she is inducted into the Air Force Space and Missile Pioneers Hall of Fame for her GPS work on Dec. 6, 2018.', '//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Dr_Gladys_West.jpg/220px-Dr_Gladys_West.jpg', 'async', '220', '147', ['thumbimage'], '//upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Dr_Gladys_West.jpg/330px-Dr_Gladys_West.jpg 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Dr_Gladys_West.jpg/440px-Dr_Gladys_West.jpg 2x', '780', '520']"
NO,NO,NO,34,NO,0.932685232,0.21922736,0,0.058823529,NO,NO,YES,NO,NO,NO,NO,NO,0,-112,NO,NO,NO,NO,0,div,[['thumbcaption']]
NO,NO,NO,0,NO,1.119772535,0.219346895,nan,nan,NO,NO,NO,NO,NO,NO,NO,NO,nan,-4,NO,NO,NO,NO,0,div,[['magnify']]
NO,NO,NO,0,NO,1.119772535,0.219346895,nan,nan,NO,NO,NO,NO,NO,NO,NO,NO,nan,-4,NO,NO,NO,NO,0,a,"['/wiki/File:Dr_Gladys_West.jpg', ['internal'], 'Enlarge']"
NO,NO,NO,2,NO,0.99963314,0.22010395,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-56.31665039,NO,NO,NO,NO,0,a,"['/wiki/Gladys_West', 'Gladys West']"
NO,YES,NO,77,NO,0.184336019,0.21313107,0,0.090909091,NO,NO,NO,NO,NO,NO,NO,NO,0,-929.5999756,NO,NO,NO,NO,1,p,[]
NO,NO,NO,3,NO,0.338407916,0.21329045,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-181.6333313,NO,NO,NO,NO,1,a,"['/wiki/National_Aeronautic_Association', 'National Aeronautic Association']"
NO,NO,NO,4,NO,0.184336019,0.21329045,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-727.1000061,NO,NO,NO,NO,1,a,"['/wiki/Collier_Trophy', 'Collier Trophy']"
NO,NO,NO,3,NO,0.726338942,0.214167041,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-153.3666687,NO,NO,NO,NO,1,a,"['/wiki/Naval_Research_Laboratory', ['mw-redirect'], 'Naval Research Laboratory']"
NO,NO,NO,2,NO,0.245781359,0.215043631,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-127.9499969,NO,NO,NO,NO,1,a,"['/wiki/Aerospace_Corporation', ['mw-redirect'], 'Aerospace Corporation']"
NO,NO,NO,2,NO,0.384262647,0.215043631,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-120.9500122,NO,NO,NO,NO,1,a,"['/wiki/Rockwell_International', 'Rockwell International']"
NO,NO,NO,1,NO,0.612619209,0.215043631,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-8.883331299,NO,NO,NO,NO,1,a,"['/wiki/IBM', 'IBM']"
NO,NO,NO,1,NO,0.268708725,0.216836658,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-15.1333313,NO,NO,NO,NO,1,a,"['/wiki/Radio', 'Radio']"
NO,YES,NO,15,NO,0.184336019,0.217872629,0,0.133333333,NO,NO,NO,NO,NO,NO,NO,NO,0,-1019.199966,NO,NO,NO,NO,1,p,[]
NO,NO,NO,4,NO,0.381511363,0.218032009,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-191.75,NO,NO,NO,NO,1,a,"['/wiki/United_States_National_Academy_of_Engineering', ['mw-redirect'], 'United States National Academy of Engineering']"
NO,NO,NO,4,NO,0.575935424,0.218032009,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-151.2666626,NO,NO,NO,NO,1,a,"['/wiki/Charles_Stark_Draper_Prize', 'Charles Stark Draper Prize']"
NO,NO,NO,86,NO,0.204512101,0.21906798,0.023255814,0.104651163,NO,NO,NO,NO,NO,NO,NO,NO,0,-883.4000092,NO,NO,NO,NO,1,ul,[]
NO,NO,NO,38,NO,0.204512101,0.21906798,0,0.131578947,NO,NO,NO,NO,NO,NO,NO,NO,0,-952.0000153,NO,NO,NO,NO,1,li,[]
NO,NO,NO,2,NO,0.204512101,0.219187515,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-59.44999695,NO,NO,NO,NO,1,a,"['/wiki/Ivan_Getting', ['mw-redirect'], 'Ivan Getting']"
NO,NO,NO,3,NO,0.404438729,0.219187515,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-155.9499969,NO,NO,NO,NO,1,a,"['/wiki/The_Aerospace_Corporation', 'The Aerospace Corporation']"
NO,NO,NO,4,NO,0.204512101,0.219187515,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-660.9499817,NO,NO,NO,NO,1,a,"['/wiki/Massachusetts_Institute_of_Technology', 'Massachusetts Institute of Technology']"
NO,NO,NO,3,NO,0.550256774,0.220064105,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-61,NO,NO,NO,NO,1,a,"['/wiki/World_War_II', 'World War II']"
NO,NO,NO,1,NO,0.80520908,0.220064105,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-32.23332214,NO,NO,NO,NO,1,a,"['/wiki/LORAN', 'LORAN']"
NO,NO,YES,1,NO,0.857483473,0.220064105,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,0.433334351,NO,NO,NO,NO,1,i,[]
NO,NO,YES,1,NO,0.241195886,0.220980541,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,5.883331299,NO,NO,NO,NO,1,i,[]
NO,NO,YES,1,NO,0.277879671,0.220980541,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,6.666671753,NO,NO,NO,NO,1,i,[]
NO,NO,YES,1,NO,0.314563456,0.220980541,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,5.883331299,NO,NO,NO,NO,1,i,[]
NO,NO,NO,48,NO,0.204512101,0.221777442,0,0.083333333,NO,NO,NO,NO,NO,NO,NO,NO,0,-952,NO,NO,NO,NO,1,li,[]
NO,NO,NO,2,NO,0.204512101,0.221936822,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-103.8166656,NO,NO,NO,NO,1,a,"['/wiki/Bradford_Parkinson', 'Bradford Parkinson']"
NO,NO,NO,1,NO,0.393433594,0.221936822,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-56.3666687,NO,NO,NO,NO,1,a,"['/wiki/Aeronautics', 'Aeronautics']"
NO,NO,NO,1,NO,0.48789434,0.221936822,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-59.46665955,NO,NO,NO,NO,1,a,"['/wiki/Astronautics', 'Astronautics']"
NO,NO,NO,2,NO,0.575018329,0.221936822,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-101.2166748,NO,NO,NO,NO,1,a,"['/wiki/Stanford_University', 'Stanford University']"
NO,YES,NO,15,NO,0.184336019,0.224765819,0,0.133333333,NO,NO,NO,NO,NO,NO,NO,NO,0,-1019.199982,NO,NO,NO,NO,1,p,[]
NO,NO,NO,3,NO,0.275128387,0.224885354,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-85.1333313,NO,NO,NO,NO,1,a,"['/wiki/Roger_L._Easton', 'Roger L. Easton']"
NO,NO,NO,4,NO,0.444790892,0.224885354,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-167.6333313,NO,NO,NO,NO,1,a,"['/wiki/National_Medal_of_Technology', ['mw-redirect'], 'National Medal of Technology']"
NO,NO,NO,1,NO,0.742846645,0.224805664,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,sup,"['cite_ref-61', ['reference']]"
NO,NO,NO,1,NO,0.742846645,0.224805664,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.400009155,NO,NO,NO,NO,0,a,['#cite_note-61']
NO,YES,NO,49,NO,0.184336019,0.225921325,0,0.020408163,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.7999725,NO,NO,NO,NO,1,p,[]
NO,NO,NO,3,NO,0.184336019,0.22604086,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-83.56666565,NO,NO,NO,NO,1,a,"['/wiki/Francis_X._Kane', 'Francis X. Kane']"
NO,YES,NO,15,NO,0.184336019,0.227993267,0,0.133333333,NO,NO,NO,NO,NO,NO,NO,NO,0,-1019.199982,NO,NO,NO,NO,1,p,[]
NO,NO,NO,2,NO,0.454878933,0.228112802,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-97.6000061,NO,NO,NO,NO,1,a,"['/wiki/Space_Foundation', 'Space Foundation']"
NO,NO,NO,5,NO,0.562179004,0.228112802,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-181.6166687,NO,NO,NO,NO,1,a,"['/wiki/Space_Technology_Hall_of_Fame', ['mw-redirect'], 'Space Technology Hall of Fame']"
NO,NO,NO,1,NO,0.747432118,0.228033112,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-62', ['reference']]"
NO,NO,NO,1,NO,0.747432118,0.228033112,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-62']
NO,YES,NO,60,NO,0.184336019,0.229148772,0,0.016666667,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.3999786,NO,NO,NO,NO,1,p,[]
NO,NO,NO,3,NO,0.324651497,0.229268307,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-216.6333313,NO,NO,NO,NO,1,a,"['/wiki/International_Astronautical_Federation', 'International Astronautical Federation']"
NO,NO,NO,1,NO,0.730924415,0.230981644,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-63', ['reference']]"
NO,NO,NO,1,NO,0.730924415,0.230981644,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-63']
NO,YES,NO,30,NO,0.184336019,0.232097305,0,0.033333333,NO,NO,NO,NO,NO,NO,NO,NO,0,-996.7999725,NO,NO,NO,NO,1,p,[]
NO,NO,NO,2,NO,0.184336019,0.232256685,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-63.08332825,NO,NO,NO,NO,1,a,"['/wiki/Gladys_West', 'Gladys West']"
NO,NO,NO,1,NO,0.27971386,0.233053585,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-64', ['reference']]"
NO,NO,NO,1,NO,0.27971386,0.233053585,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-64']
NO,YES,NO,66,NO,0.184336019,0.234169246,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-974.3999786,NO,NO,NO,NO,1,p,[]
NO,NO,NO,1,NO,0.648385899,0.236002118,0,0,NO,NO,YES,NO,YES,NO,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,sup,"['cite_ref-65', ['reference']]"
NO,NO,NO,1,NO,0.648385899,0.236002118,0,0,NO,NO,NO,NO,NO,YES,NO,NO,0,-6.399993896,NO,NO,NO,NO,0,a,['#cite_note-65']
YES,NO,NO,4,NO,0.184336019,0.237675609,0,0.25,NO,NO,NO,NO,NO,NO,NO,NO,0,-1013.499969,NO,NO,NO,NO,1,h2,[]
NO,NO,NO,4,YES,0.184336019,0.237755299,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-170.4166565,NO,NO,NO,NO,1,span,"[['mw-headline'], 'Basic_concept_of_GPS']"
NO,NO,NO,1,NO,0.374174606,0.238034214,0,1,NO,NO,NO,NO,NO,NO,NO,NO,0,-20.30001831,NO,NO,NO,NO,1,span,[['mw-editsection']]
NO,NO,NO,1,NO,0.374174606,0.238034214,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,10.7833252,NO,NO,NO,NO,1,span,[['mw-editsection-bracket']]
NO,NO,NO,1,NO,0.380594269,0.238034214,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,-6.566680908,NO,NO,NO,NO,1,a,"['/w/index.php?title=Global_Positioning_System&action=edit&section=6', 'Edit section: Basic concept of GPS']"
NO,NO,NO,1,NO,0.40260454,0.238034214,0,0,NO,NO,NO,NO,NO,NO,NO,NO,0,10.7833252,NO,NO,NO,NO,1,span,[['mw-editsection-bracket']]
NO,NO,NO,43,NO,0.27971386,0.23903034,0,0.255813953,NO,NO,NO,YES,NO,NO,NO,NO,0.069767442,-731.0999908,NO,NO,NO,NO,0,table,"[['box-More_citations_needed_section', 'plainlinks', 'metadata', 'ambox', 'ambox-content', 'ambox-Refimprove'], 'presentation']"
NO,NO,NO,43,NO,0.290718996,0.239149875,0,0.255813953,NO,NO,NO,YES,NO,NO,NO,NO,0.069767442,-722.3000336,NO,NO,NO,NO,0,tbody,[]
NO,NO,NO,43,NO,0.290718996,0.239149875,0,0.255813953,NO,NO,NO,NO,NO,NO,YES,NO,0.046511628,-722.3000336,NO,NO,NO,NO,0,tr,[]
NO,NO,NO,0,NO,0.290718996,0.239149875,nan,nan,NO,NO,YES,NO,NO,NO,YES,NO,nan,37.59999084,NO,NO,NO,NO,0,td,[['mbox-image']]
